main_category,subcategory,product_name,color,fabric,size,price_inr,rating,reviews_count,stock,website,product_link,image_link,video_link
Saree,Banarasi Saree,Orange Banarasi Saree Model 11,Orange,Linen,XXL,8785,4.4,17950,58,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-11,https://placeimg.com/356/799/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Lavender Banarasi Saree Model 12,Lavender,Polyester,Free Size,92164,3.8,2998,207,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-12,https://www.lorempixel.com/906/876,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,White Banarasi Saree Model 13,White,Cotton,XXL,79938,4.8,7998,975,Ajio,https://www.ajio.com/product/banarasi-saree-13,https://placekitten.com/805/45,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Green Banarasi Saree Model 14,Green,Cotton,L,48222,3.7,8846,47,Ajio,https://www.ajio.com/product/banarasi-saree-14,https://dummyimage.com/4x456,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Green Banarasi Saree Model 15,Green,Cotton,M,38151,4.9,16216,964,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-15,https://placeimg.com/36/602/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Red Banarasi Saree Model 16,Red,Net,Free Size,94713,4.7,1629,888,Ajio,https://www.ajio.com/product/banarasi-saree-16,https://placeimg.com/302/264/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Cream Banarasi Saree Model 17,Cream,Rayon,XL,31718,3.9,4193,855,Ajio,https://www.ajio.com/product/banarasi-saree-17,https://placekitten.com/919/666,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Maroon Banarasi Saree Model 18,Maroon,Velvet,XL,147676,5.0,14649,628,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-18,https://placekitten.com/853/915,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Lavender Banarasi Saree Model 19,Lavender,Linen,S,75164,4.1,9353,679,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-19,https://placeimg.com/200/721/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,White Banarasi Saree Model 20,White,Chiffon,XXL,6629,4.6,5668,165,Myntra,https://www.myntra.com/product/banarasi-saree-20,https://www.lorempixel.com/718/996,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Cream Banarasi Saree Model 21,Cream,Chiffon,L,95179,4.5,13272,695,Myntra,https://www.myntra.com/product/banarasi-saree-21,https://www.lorempixel.com/25/135,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Peach Banarasi Saree Model 22,Peach,Georgette,S,75699,3.6,4164,991,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-22,https://placekitten.com/662/948,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Orange Banarasi Saree Model 23,Orange,Georgette,XL,59241,3.8,13480,391,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-23,https://placekitten.com/610/435,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Green Banarasi Saree Model 24,Green,Organza,Free Size,63145,4.6,5581,549,Myntra,https://www.myntra.com/product/banarasi-saree-24,https://www.lorempixel.com/114/319,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Peach Banarasi Saree Model 25,Peach,Chiffon,Free Size,127804,3.7,16041,871,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-25,https://www.lorempixel.com/415/374,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Golden Banarasi Saree Model 26,Golden,Chiffon,S,44495,3.9,17905,316,Flipkart,https://www.flipkart.com/product/banarasi-saree-26,https://placeimg.com/935/607/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Blue Banarasi Saree Model 27,Blue,Georgette,M,66704,3.8,23809,137,Myntra,https://www.myntra.com/product/banarasi-saree-27,https://www.lorempixel.com/805/358,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Brown Banarasi Saree Model 28,Brown,Linen,XXL,25497,3.5,10883,557,Amazon,https://www.amazon.in/product/banarasi-saree-28,https://placeimg.com/151/803/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Sky Blue Banarasi Saree Model 29,Sky Blue,Georgette,XL,125655,4.3,18521,782,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-29,https://placeimg.com/936/837/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Golden Banarasi Saree Model 30,Golden,Cotton,S,61033,3.8,7617,322,Myntra,https://www.myntra.com/product/banarasi-saree-30,https://placeimg.com/840/1016/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Orange Banarasi Saree Model 31,Orange,Chiffon,Free Size,101007,3.6,22919,178,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-31,https://placekitten.com/15/145,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Brown Banarasi Saree Model 32,Brown,Georgette,XS,37522,5.0,19674,744,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-32,https://placekitten.com/310/954,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Orange Banarasi Saree Model 33,Orange,Velvet,XXL,60557,3.7,105,543,Ajio,https://www.ajio.com/product/banarasi-saree-33,https://www.lorempixel.com/642/261,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Silver Banarasi Saree Model 34,Silver,Rayon,M,119283,4.4,16403,436,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-34,https://dummyimage.com/252x220,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Brown Banarasi Saree Model 35,Brown,Linen,Free Size,116714,3.5,6703,846,Myntra,https://www.myntra.com/product/banarasi-saree-35,https://placekitten.com/102/104,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Red Banarasi Saree Model 36,Red,Denim,L,81200,4.2,18538,339,Myntra,https://www.myntra.com/product/banarasi-saree-36,https://www.lorempixel.com/891/174,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Sky Blue Banarasi Saree Model 37,Sky Blue,Polyester,XXL,115251,3.9,9759,853,Ajio,https://www.ajio.com/product/banarasi-saree-37,https://placekitten.com/657/367,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Pink Banarasi Saree Model 38,Pink,Linen,XXL,41715,4.5,1302,408,Amazon,https://www.amazon.in/product/banarasi-saree-38,https://dummyimage.com/282x597,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Yellow Banarasi Saree Model 39,Yellow,Organza,L,42750,3.6,9116,862,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-39,https://www.lorempixel.com/527/220,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Yellow Banarasi Saree Model 40,Yellow,Net,Free Size,62044,4.1,21731,964,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-40,https://placekitten.com/315/463,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Sky Blue Banarasi Saree Model 41,Sky Blue,Net,S,100961,3.8,15021,606,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-41,https://www.lorempixel.com/625/453,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Pink Banarasi Saree Model 42,Pink,Rayon,L,14216,3.9,5635,704,Myntra,https://www.myntra.com/product/banarasi-saree-42,https://dummyimage.com/588x377,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Red Banarasi Saree Model 43,Red,Rayon,M,121260,3.7,15331,598,Ajio,https://www.ajio.com/product/banarasi-saree-43,https://placekitten.com/519/748,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,White Banarasi Saree Model 44,White,Net,Free Size,112003,3.8,21464,595,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-44,https://placeimg.com/826/297/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Cream Banarasi Saree Model 45,Cream,Denim,XXL,37832,4.4,3197,808,Ajio,https://www.ajio.com/product/banarasi-saree-45,https://www.lorempixel.com/904/999,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Pink Banarasi Saree Model 46,Pink,Georgette,XS,95866,5.0,16108,382,Flipkart,https://www.flipkart.com/product/banarasi-saree-46,https://placeimg.com/612/277/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Red Banarasi Saree Model 47,Red,Denim,S,21003,4.7,6631,407,Myntra,https://www.myntra.com/product/banarasi-saree-47,https://placeimg.com/773/672/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,White Banarasi Saree Model 48,White,Chiffon,XL,146899,4.0,19555,287,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-48,https://placeimg.com/152/254/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Green Banarasi Saree Model 49,Green,Chiffon,XXL,120911,4.0,15454,207,Ajio,https://www.ajio.com/product/banarasi-saree-49,https://dummyimage.com/279x182,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Black Banarasi Saree Model 50,Black,Organza,XL,64540,4.8,15627,15,Flipkart,https://www.flipkart.com/product/banarasi-saree-50,https://dummyimage.com/346x396,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Green Banarasi Saree Model 51,Green,Denim,XXL,93369,3.7,8838,344,Ajio,https://www.ajio.com/product/banarasi-saree-51,https://www.lorempixel.com/339/467,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Purple Banarasi Saree Model 52,Purple,Polyester,XS,3392,4.2,7067,368,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-52,https://placekitten.com/218/681,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Yellow Banarasi Saree Model 53,Yellow,Polyester,XXL,95458,4.2,13286,46,Flipkart,https://www.flipkart.com/product/banarasi-saree-53,https://dummyimage.com/673x583,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Blue Banarasi Saree Model 54,Blue,Organza,XL,112873,3.9,19144,801,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-54,https://www.lorempixel.com/491/36,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Cream Banarasi Saree Model 55,Cream,Net,L,46055,4.3,11458,412,Myntra,https://www.myntra.com/product/banarasi-saree-55,https://placekitten.com/518/874,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Sky Blue Banarasi Saree Model 56,Sky Blue,Polyester,S,19899,4.6,13970,112,Flipkart,https://www.flipkart.com/product/banarasi-saree-56,https://dummyimage.com/474x12,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,White Banarasi Saree Model 57,White,Denim,XS,5639,4.1,11050,489,Myntra,https://www.myntra.com/product/banarasi-saree-57,https://dummyimage.com/520x990,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Golden Banarasi Saree Model 58,Golden,Rayon,XL,16416,4.6,6894,876,Amazon,https://www.amazon.in/product/banarasi-saree-58,https://dummyimage.com/261x415,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Yellow Banarasi Saree Model 59,Yellow,Organza,XXL,89925,4.3,809,976,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-59,https://dummyimage.com/806x803,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Cream Banarasi Saree Model 60,Cream,Silk,XL,57679,3.8,10118,507,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-60,https://dummyimage.com/676x981,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,White Banarasi Saree Model 61,White,Net,S,146547,4.8,22041,888,Myntra,https://www.myntra.com/product/banarasi-saree-61,https://www.lorempixel.com/359/611,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,White Banarasi Saree Model 62,White,Net,L,5156,3.6,2360,192,Amazon,https://www.amazon.in/product/banarasi-saree-62,https://dummyimage.com/705x783,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Sky Blue Banarasi Saree Model 63,Sky Blue,Rayon,S,140022,4.0,5315,578,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-63,https://dummyimage.com/453x299,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Cream Banarasi Saree Model 64,Cream,Silk,XXL,88563,4.8,12238,161,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-64,https://dummyimage.com/631x391,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Purple Banarasi Saree Model 65,Purple,Velvet,XL,34029,3.7,914,768,Flipkart,https://www.flipkart.com/product/banarasi-saree-65,https://dummyimage.com/402x896,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Brown Banarasi Saree Model 66,Brown,Linen,Free Size,34407,4.6,9257,577,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-66,https://www.lorempixel.com/726/540,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Silver Banarasi Saree Model 67,Silver,Rayon,Free Size,29601,3.6,10424,184,Amazon,https://www.amazon.in/product/banarasi-saree-67,https://placeimg.com/709/898/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Pink Banarasi Saree Model 68,Pink,Denim,XXL,14278,4.3,8015,286,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-68,https://placeimg.com/179/227/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Purple Banarasi Saree Model 69,Purple,Rayon,L,73518,4.2,7979,611,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-69,https://placekitten.com/743/804,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Silver Banarasi Saree Model 70,Silver,Velvet,Free Size,81018,5.0,6696,345,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-70,https://www.lorempixel.com/90/862,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,White Banarasi Saree Model 71,White,Linen,XXL,85881,4.2,6652,284,Myntra,https://www.myntra.com/product/banarasi-saree-71,https://dummyimage.com/997x1001,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Peach Banarasi Saree Model 72,Peach,Linen,S,135561,3.9,24823,647,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-72,https://dummyimage.com/300x34,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Red Banarasi Saree Model 73,Red,Silk,L,130778,4.2,4648,630,Amazon,https://www.amazon.in/product/banarasi-saree-73,https://www.lorempixel.com/14/490,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Silver Banarasi Saree Model 74,Silver,Net,S,4112,4.7,24990,318,Flipkart,https://www.flipkart.com/product/banarasi-saree-74,https://dummyimage.com/541x679,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Brown Banarasi Saree Model 75,Brown,Velvet,XL,9018,4.1,11380,800,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-75,https://www.lorempixel.com/237/343,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Yellow Banarasi Saree Model 76,Yellow,Chiffon,XL,58391,3.5,9066,270,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-76,https://dummyimage.com/622x515,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Maroon Banarasi Saree Model 77,Maroon,Polyester,S,141640,4.0,8946,494,Ajio,https://www.ajio.com/product/banarasi-saree-77,https://www.lorempixel.com/254/588,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Purple Banarasi Saree Model 78,Purple,Linen,XS,51105,4.0,18534,304,Ajio,https://www.ajio.com/product/banarasi-saree-78,https://dummyimage.com/583x581,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Blue Banarasi Saree Model 79,Blue,Organza,XS,110157,4.2,8236,360,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-79,https://dummyimage.com/736x164,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Purple Banarasi Saree Model 80,Purple,Linen,Free Size,10474,4.0,5105,90,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-80,https://www.lorempixel.com/82/483,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Cream Banarasi Saree Model 81,Cream,Georgette,S,104867,3.8,24189,638,Myntra,https://www.myntra.com/product/banarasi-saree-81,https://placekitten.com/366/502,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Red Banarasi Saree Model 82,Red,Rayon,L,37282,4.8,3996,611,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-82,https://dummyimage.com/332x502,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Blue Banarasi Saree Model 83,Blue,Rayon,M,40046,4.0,1996,753,Ajio,https://www.ajio.com/product/banarasi-saree-83,https://www.lorempixel.com/76/986,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Purple Banarasi Saree Model 84,Purple,Polyester,XXL,101842,4.5,4190,933,Ajio,https://www.ajio.com/product/banarasi-saree-84,https://placeimg.com/241/322/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Yellow Banarasi Saree Model 85,Yellow,Linen,Free Size,135633,5.0,5475,657,Flipkart,https://www.flipkart.com/product/banarasi-saree-85,https://placeimg.com/830/1021/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Brown Banarasi Saree Model 86,Brown,Denim,XL,11084,4.5,17218,357,Myntra,https://www.myntra.com/product/banarasi-saree-86,https://placeimg.com/543/653/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Maroon Banarasi Saree Model 87,Maroon,Silk,XXL,63568,4.4,17890,764,Myntra,https://www.myntra.com/product/banarasi-saree-87,https://placekitten.com/287/671,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Green Banarasi Saree Model 88,Green,Rayon,L,80051,4.0,23906,125,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-88,https://placekitten.com/143/553,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Blue Banarasi Saree Model 89,Blue,Denim,Free Size,136066,4.7,24109,674,Amazon,https://www.amazon.in/product/banarasi-saree-89,https://dummyimage.com/269x577,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Orange Banarasi Saree Model 90,Orange,Cotton,XS,83369,4.3,23160,142,Ajio,https://www.ajio.com/product/banarasi-saree-90,https://placekitten.com/874/724,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Black Banarasi Saree Model 91,Black,Georgette,XXL,78991,3.8,11507,895,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-91,https://placekitten.com/581/792,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Black Banarasi Saree Model 92,Black,Polyester,XS,130747,4.8,10116,21,Ajio,https://www.ajio.com/product/banarasi-saree-92,https://placeimg.com/892/607/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Silver Banarasi Saree Model 93,Silver,Linen,M,11389,4.6,18197,848,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-93,https://www.lorempixel.com/295/341,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Orange Banarasi Saree Model 94,Orange,Rayon,L,14935,4.2,23663,355,Flipkart,https://www.flipkart.com/product/banarasi-saree-94,https://placeimg.com/879/9/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Yellow Banarasi Saree Model 95,Yellow,Georgette,Free Size,52694,4.3,17705,527,Ajio,https://www.ajio.com/product/banarasi-saree-95,https://dummyimage.com/73x964,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,White Banarasi Saree Model 96,White,Velvet,M,96929,3.7,3379,149,Myntra,https://www.myntra.com/product/banarasi-saree-96,https://www.lorempixel.com/617/317,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Yellow Banarasi Saree Model 97,Yellow,Georgette,XXL,133321,4.1,24598,428,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-97,https://placekitten.com/12/578,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Orange Banarasi Saree Model 98,Orange,Georgette,XXL,65035,4.7,20215,888,Myntra,https://www.myntra.com/product/banarasi-saree-98,https://placeimg.com/616/913/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Pink Banarasi Saree Model 99,Pink,Denim,XXL,81595,4.7,20782,3,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-99,https://www.lorempixel.com/283/722,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Red Banarasi Saree Model 100,Red,Silk,M,94318,4.5,15479,86,Myntra,https://www.myntra.com/product/banarasi-saree-100,https://www.lorempixel.com/891/280,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,White Banarasi Saree Model 101,White,Linen,Free Size,63591,4.2,23558,852,Flipkart,https://www.flipkart.com/product/banarasi-saree-101,https://www.lorempixel.com/522/216,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Brown Banarasi Saree Model 102,Brown,Silk,Free Size,104377,3.6,9255,793,Ajio,https://www.ajio.com/product/banarasi-saree-102,https://dummyimage.com/438x359,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Sky Blue Banarasi Saree Model 103,Sky Blue,Net,M,105727,4.7,16097,598,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-103,https://placekitten.com/293/160,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Orange Banarasi Saree Model 104,Orange,Organza,XXL,27909,4.3,5574,228,Myntra,https://www.myntra.com/product/banarasi-saree-104,https://www.lorempixel.com/374/38,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Golden Banarasi Saree Model 105,Golden,Rayon,M,137941,4.4,7976,943,Amazon,https://www.amazon.in/product/banarasi-saree-105,https://placekitten.com/341/89,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Red Banarasi Saree Model 106,Red,Cotton,XXL,119503,4.2,4607,452,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-106,https://placekitten.com/350/353,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Orange Banarasi Saree Model 107,Orange,Silk,L,54129,4.3,24420,782,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-107,https://dummyimage.com/869x843,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Red Banarasi Saree Model 108,Red,Chiffon,M,15300,4.7,10692,583,Ajio,https://www.ajio.com/product/banarasi-saree-108,https://dummyimage.com/168x984,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Golden Banarasi Saree Model 109,Golden,Cotton,L,110740,3.6,23705,854,Nykaa Fashion,https://www.nykaafashion.com/product/banarasi-saree-109,https://dummyimage.com/95x468,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Cream Banarasi Saree Model 110,Cream,Velvet,XL,133654,3.6,17679,742,Flipkart,https://www.flipkart.com/product/banarasi-saree-110,https://dummyimage.com/205x143,https://www.youtube.com/watch?v=dQw4w9WgXcQ
Saree,Banarasi Saree,Blue Banarasi Saree Model 111,Blue,Linen,L,143168,3.6,9445,976,Tata CLiQ,https://www.tatacliq.com/product/banarasi-saree-111,https://placeimg.com/140/84/any,https://www.youtube.com/watch?v=dQw4w9WgXcQ
